title;platform;score_phrase;score;genre;editors_choice;release_year
All-Star Baseball 2005;Xbox;Great;8;Sports;N;2004
The X-Files: Resist or Serve;PlayStation 2;Okay;6.7;Adventure;N;2004
Samurai Jack: The Shadow of Aku;GameCube;Mediocre;5.2;Action;N;2004
Counter-Strike: Condition Zero;PC;Good;7;Shooter;N;2004
Wade Hixton's Counter Punch;Game Boy Advance;Great;8;Sports/Action;N;2004
Shrek 2;PlayStation 2;Good;7;Action/Adventure;N;2004
Shrek 2;Xbox;Good;7;Action/Adventure;N;2004
Yu Yu Hakusho: Spirit Detective;Game Boy Advance;Awful;3;Action/Adventure;N;2004
Custom Robo Battle Revolution;GameCube;Okay;6.5;Action;N;2004
Painkiller;PC;Good;7;Shooter;N;2004
Serious Sam: Next Encounter;PlayStation 2;Okay;6.2;Shooter;N;2004
Bejeweled Multiplayer;Wireless;Amazing;9.5;Puzzle;Y;2004
Crystal Key II: The Far Realm;PC;Mediocre;5.9;Adventure;N;2004
Metal Slug Mobile;Wireless;Great;8;Action;Y;2004
Kuma\War;PC;Okay;6.3;Shooter;N;2004
RalliSport Challenge 2;Xbox;Amazing;9.2;Racing;Y;2004
Red Dead Revolver;PlayStation 2;Good;7;Shooter;N;2004
Red Dead Revolver;Xbox;Good;7.5;Action;N;2004
Mission: Impossible Operation Surma;GameCube;Good;7.3;Action/Adventure;N;2004
Syphon Filter: The Omega Strain;PlayStation 2;Good;7.6;Action;N;2004
Beyond The Law: The Third Wave;PC;Mediocre;5;Strategy;N;2004
Strike Force Bowling;PlayStation 2;Bad;4;Sports;N;2004
Ten Pin Alley 2;Game Boy Advance;Bad;4;Sports;N;2004
CS Garfield Pinball;Wireless;Mediocre;5;Pinball;N;2004
Samurai Warriors;PlayStation 2;Great;8.5;Action;Y;2004
Bomberman Jetters;GameCube;Okay;6.7;Action;N;2004
Monkey Ball Bowling;Wireless;Great;8;Sports/Action;Y;2004
Rise of Nations: Thrones and Patriots;PC;Great;8.9;Strategy;N;2004
Serious Sam Advance;Game Boy Advance;Mediocre;5;Shooter;N;2004
Shining Soul II;Game Boy Advance;Good;7.5;Action/RPG;N;2004
Marcel Desailly Pro Soccer;Wireless;Great;8;Sports;Y;2004
War Times;PC;Mediocre;5.3;Strategy;N;2004
CBS Sportsline Baseball;Wireless;Great;8;Sports;Y;2004
Onimusha 3: Demon Siege;PlayStation 2;Amazing;9;Action/Adventure;Y;2004
Ace Yeti Trapper;Wireless;Great;8;Puzzle;Y;2004
Baywatch Beach Volleyball;Wireless;Unbearable;1;Sports;N;2004
Serious Sam: Next Encounter;GameCube;Good;7;Shooter;N;2004
Harry Potter and the Prisoner of Azkaban;GameCube;Okay;6;Action/Adventure;N;2004
Spyro Orange: The Cortex Conspiracy;Game Boy Advance;Good;7;Platformer;N;2004
The Pink Panther: Freeze Tag;Wireless;Okay;6.5;Action;N;2004
Around the World in 80 Days;Wireless;Okay;6.5;Action;N;2004
The Legend of Zelda: Four Swords Adventures;GameCube;Great;8.7;Action/Adventure;Y;2004
Crash Bandicoot Purple: Ripto's Rampage;Game Boy Advance;Good;7;Platformer;N;2004
Front Mission 4;PlayStation 2;Okay;6.8;Strategy;N;2004
Full Spectrum Warrior;Xbox;Amazing;9.2;Strategy;Y;2004
The Chronicles of Riddick: Escape from Butcher Bay;Xbox;Great;8.5;Shooter;Y;2004
Worms;Wireless;Okay;6.5;Strategy;N;2004
RibbitKing;PlayStation 2;Mediocre;5;Sports/Action;N;2004
City of Heroes;PC;Great;8.4;RPG;Y;2004
RibbitKing;GameCube;Mediocre;5;Sports;N;2004
Ultimate Card Games;Game Boy Advance;Amazing;9.5;Card;Y;2004
True Crime: Streets of L.A.;PC;Great;8;Action/Adventure;N;2004
Sonic Advance 3;Game Boy Advance;Amazing;9;Platformer;Y;2004
Singles: Flirt up your Life;PC;Good;7;Simulation;N;2004
Van Helsing;Game Boy Advance;Painful;2.5;Action;N;2004
Thief: Deadly Shadows;PC;Great;8.6;Action/Adventure;Y;2004
Warlords Battlecry III;PC;Great;8;Strategy;N;2004
Thief: Deadly Shadows;Xbox;Great;8.3;Action/Adventure;N;2004
Metal Slug 3;Xbox;Okay;6.8;Action;N;2004
River City Ransom EX;Game Boy Advance;Good;7.8;Action;N;2004
OutRun;Wireless;Mediocre;5.5;Racing;N;2004
Rocky Boxing;Wireless;Mediocre;5.5;Sports;N;2004
Snoop Dogg Boxing;Wireless;Great;8.5;Sports;Y;2004
Besieger;PC;Okay;6.5;Strategy;N;2004
Harry Potter and the Prisoner of Azkaban;PC;Okay;6;Action/Adventure;N;2004
Malice;Xbox;Mediocre;5.8;Action;N;2004
Malice;PlayStation 2;Mediocre;5.8;Action/Adventure;N;2004
Spartan;PC;Mediocre;5;Strategy;N;2004
Smash Court Tennis Pro Tournament 2;PlayStation 2;Great;8;Sports;N;2004
Shrek 2;PC;Awful;3.9;Adventure;N;2004
Sabre Wulf;Game Boy Advance;Great;8;Action;N;2004
Excitebike (Classic NES Series);Game Boy Advance;Good;7;Action;N;2004
Tron 2.0: Discs of Tron;Wireless;Great;8;Action;Y;2004
Xevious (Classic NES Series);Game Boy Advance;Okay;6;Action;N;2004
Donkey Kong (Classic NES Series);Game Boy Advance;Okay;6;Action;N;2004
Lineage II;PC;Okay;6.7;RPG;N;2004
MLB SlugFest: Loaded;Xbox;Great;8;Sports/Action;N;2004
MLB SlugFest: Loaded;PlayStation 2;Great;8;Sports/Action;N;2004
Shrek 2;Wireless;Mediocre;5.5;Action;N;2004
Mighty Beanz Pocket Puzzles;Game Boy Advance;Awful;3;Puzzle;N;2004
Mega Man Anniversary Collection;GameCube;Great;8.5;Action/Compilation;Y;2004
Ice Climber (Classic NES Series);Game Boy Advance;Good;7;Action;N;2004
The Legend of Zelda (Classic NES Series);Game Boy Advance;Great;8;Action/Adventure;N;2004
Super Mario Bros. (Classic NES Series);Game Boy Advance;Great;8;Action;N;2004
Pac-Man (Classic NES Series);Game Boy Advance;Mediocre;5;Action;N;2004
Bomberman (Classic NES Series);Game Boy Advance;Bad;4;Action;N;2004
Star Trek: Shattered Universe;Xbox;Awful;3.9;Shooter;N;2004
Harry Potter and the Prisoner of Azkaban;PlayStation 2;Okay;6.2;Action/Adventure;N;2004
Mega Man Anniversary Collection;PlayStation 2;Great;8.5;Action/Compilation;Y;2004
Joint Operations: Typhoon Rising;PC;Good;7.6;Shooter;N;2004
McFarlane's Evil Prophecy;PlayStation 2;Painful;2.5;Fighting/Action;N;2004
The Suffering;PC;Great;8.5;Action/Adventure;N;2004
King Arthur [2004];Wireless;Great;8.5;Action;Y;2004
Harry Potter and the Prisoner of Azkaban;Game Boy Advance;Okay;6.5;Action/Adventure;N;2004
Knight's Apprentice: Memorick's Adventures;Xbox;Mediocre;5.7;Action/Adventure;N;2004
MTV Music Generator 3: This is the Remix;PlayStation 2;Great;8.8;Music;Y;2004
Powerdrome;PlayStation 2;Mediocre;5.1;Racing;N;2004
Blitzkrieg: Burning Horizon;PC;Good;7.9;Strategy;N;2004
Harry Potter and the Prisoner of Azkaban;Xbox;Okay;6.1;Action/Adventure;N;2004
Clu Clu Land (Famicom Mini Series);Game Boy Advance;Bad;4;Action;N;2004
Balloon Fight (Famicom Mini Series);Game Boy Advance;Okay;6;Action;N;2004
Mario Bros. (Famicom Mini Series);Game Boy Advance;Bad;4;Action;N;2004
Shadow Ops: Red Mercury;Xbox;Good;7;Shooter;N;2004
Bookworm;Game Boy Advance;Okay;6;Puzzle;N;2004
Ground Control II: Operation Exodus;PC;Great;8.8;Strategy;Y;2004
Super Collapse! II;Game Boy Advance;Okay;6;Puzzle;N;2004
Shado Fighter;Wireless;Great;8.5;Fighting;Y;2004
Psi-Ops: The Mindgate Conspiracy;PlayStation 2;Great;8.5;Action;Y;2004
Shining Force: Resurrection of the Dark Dragon;Game Boy Advance;Good;7.8;Strategy/RPG;N;2004
I/Robot;Wireless;Good;7.5;Action;N;2004
Soldner: Secret Wars;PC;Mediocre;5;Shooter;N;2004
TrackMania;PC;Mediocre;5.9;Racing;N;2004
Aura: Fate of the Ages;PC;Good;7.3;Adventure;N;2004
Cleopatra;Wireless;Great;8;Platformer;Y;2004
Psi-Ops: The Mindgate Conspiracy;Xbox;Great;8.5;Action;Y;2004
Tom Clancy's Splinter Cell Pandora Tomorrow;PlayStation 2;Great;8.2;Action/Adventure;N;2004
Mario Golf: Advance Tour;Game Boy Advance;Amazing;9.5;Sports/Action;Y;2004
Spider-Man 2;Game Boy Advance;Okay;6.5;Action;N;2004
Momentum [2004];Wireless;Great;8;Puzzle;Y;2004
Ninja Gaiden Episode 1: Destiny;Wireless;Great;8;Action;Y;2004
Athens 2004;PlayStation 2;Bad;4.5;Sports;N;2004
Madden NFL 2005;Game Boy Advance;Great;8;Sports;N;2004
Hot Shots Golf Fore!;PlayStation 2;Great;8.8;Sports;Y;2004
Astro Boy: Omega Factor;Game Boy Advance;Great;8.8;Action;Y;2004
The Sims: Bustin' Out;N-Gage;Good;7;Simulation;N;2004
Ghosthunter;PlayStation 2;Great;8.4;Action/Adventure;N;2004
Yu-Gi-Oh! Reshef of Destruction;Game Boy Advance;Mediocre;5.5;Card/Battle;N;2004
Way of the Samurai 2;PlayStation 2;Okay;6;Action/Adventure;N;2004
Bad Boys II;PC;Bad;4.8;Action;N;2004
Spider-Man 2;GameCube;Great;8.8;Action;Y;2004
Spider-Man 2;Xbox;Amazing;9;Action;Y;2004
Spider-Man 2;PlayStation 2;Great;8.8;Action;Y;2004
Perimeter;PC;Great;8;Strategy;N;2004
Soldiers: Heroes of World War II;PC;Great;8.5;Strategy;Y;2004
Dual Threat;Wireless;Great;8;Action;Y;2004
Driver 3;Wireless;Great;8;Racing/Action;Y;2004
Tom and Jerry: Cheese Chase;Wireless;Good;7.5;Action;N;2004
Spider-Man 2;N-Gage;Good;7.1;Action/Adventure;N;2004
CT Special Forces 2: Back in the Trenches;Game Boy Advance;Good;7;Action;N;2004
Crash Nitro Kart;N-Gage;Great;8.2;Racing/Action;Y;2004
ESPN NFL 2K5;Xbox;Amazing;9.4;Sports;Y;2004
ESPN NFL 2K5;PlayStation 2;Amazing;9.3;Sports;Y;2004
Fear Factor: H2O Challenge;Wireless;Okay;6;Action;N;2004
Puyo Pop Fever;GameCube;Good;7.9;Puzzle;N;2004
Samurai Warriors;Xbox;Good;7.4;Action;N;2004
Dan Parks Decathlon;Wireless;Great;8;Sports;Y;2004
Missing: Since January;PC;Great;8;Adventure;N;2004
NCAA Football 2005;Xbox;Great;8.7;Sports;Y;2004
NCAA Football 2005;PlayStation 2;Great;8.7;Sports;Y;2004
Track & Field;Wireless;Mediocre;5.5;Sports;N;2004
CBS Sportsline Track & Field;Wireless;Great;8;Sports;Y;2004
Thunderbirds;Game Boy Advance;Mediocre;5;Action;N;2004
Army Men: Sarge's War;Xbox;Bad;4.5;Action;N;2004
ActRaiser;Wireless;Good;7.3;Action;N;2004
Aleste;Wireless;Great;8.1;Shooter;Y;2004
Star Ocean: Till the End of Time;PlayStation 2;Amazing;9;Action/RPG;Y;2004
Madden NFL 2005;Xbox;Amazing;9.5;Sports;Y;2004
Kim Possible 2: Drakken's Demise;Game Boy Advance;Great;8.5;Platformer;Y;2004
XS Moto;Game Boy Advance;Painful;2.5;Racing;N;2004
Showdown: Legends of Wrestling;Xbox;Mediocre;5.9;Wrestling;N;2004
Showdown: Legends of Wrestling;PlayStation 2;Mediocre;5.9;Wrestling;N;2004
Dragon Ball Z: Supersonic Warriors;Game Boy Advance;Good;7.5;Fighting;N;2004
IndyCar Series 2005;Xbox;Great;8;Racing/Simulation;N;2004
Tom Clancy's Rainbow Six 3;GameCube;Okay;6.5;Shooter;N;2004
Driver 3;Xbox;Mediocre;5.5;Racing/Action;N;2004
Catwoman;PC;Awful;3.8;Action;N;2004
Bujingai: The Forsaken City;PlayStation 2;Good;7.4;Action;N;2004
Chicago 1930;PC;Mediocre;5;Strategy;N;2004
Pure Pinball;Xbox;Okay;6.7;Pinball;N;2004
Funkmaster Flex's Digital Hitz Factory;PlayStation 2;Good;7;Music/Editor;N;2004
Ultimate Beach Volleyball;Wireless;Good;7.5;Sports;N;2004
Xtreme Accuracy Shooting;PC;Bad;4;Sports;N;2004
Movie Trivia Rave;Wireless;Okay;6.5;Trivia;N;2004
Hamtaro: Ham-Ham Games;Game Boy Advance;Great;8;Sports;N;2004
NCAA Football 2005;GameCube;Great;8.5;Sports;Y;2004
Karaoke Revolution Vol. 2;PlayStation 2;Great;8;Music;N;2004
Balloon Headed Boy;Wireless;Great;8.5;Platformer;Y;2004
Sexy Poker 2004;Wireless;Great;8;Card;Y;2004
Around the World in 80 Days;Game Boy Advance;Awful;3.5;Action;N;2004
Tom Clancy's Rainbow Six 3;Wireless;Amazing;9.5;Strategy;Y;2004
Chessmaster;Wireless;Amazing;9;Board;Y;2004
Spider-Man 2;PC;Bad;4.5;Action;N;2004
Pool Paradise;GameCube;Good;7.6;Sports;N;2004
Doom 3;PC;Great;8.9;Shooter;Y;2004
Madden NFL 2005;GameCube;Amazing;9.4;Sports/Simulation;Y;2004
Madden NFL 2005 (Collector's Edition);PlayStation 2;Amazing;9.5;Sports;Y;2004
Tom Clancy's Rainbow Six 3: Black Arrow;Xbox;Amazing;9.3;Shooter;Y;2004
Madden NFL 2005;PlayStation 2;Amazing;9.5;Sports;Y;2004
Fatal Force;Wireless;Amazing;9.2;Action;Y;2004
The Price is Right: Cliffhangers;Wireless;Good;7.5;Trivia;N;2004
Thunder Alley;Game Boy Advance;Painful;2;Racing;N;2004
Driver 3;PlayStation 2;Mediocre;5.4;Racing/Action;N;2004
The Fast and the Furious;Wireless;Great;8.5;Racing;Y;2004
Ashen [2004];N-Gage;Good;7.5;Shooter;N;2004
Uru: Path of the Shell;PC;Great;8.8;Adventure;N;2004
Tom Clancy's Splinter Cell Pandora Tomorrow;GameCube;Great;8;Action/Adventure;N;2004
Pokemon Box: Ruby and Sapphire;GameCube;Mediocre;5;Productivity;N;2004
Air Wars;Wireless;Good;7;Shooter;N;2004
FlipIt!;Wireless;Good;7;Puzzle;N;2004
Crimson Tears;PlayStation 2;Good;7.1;Fighting/Action;N;2004
Catwoman;Xbox;Bad;4;Action;N;2004
Sudeki;Xbox;Good;7.8;Action/RPG;N;2004
Siberian Strike: Episode II;Wireless;Great;8.5;Shooter;Y;2004
Tales of Symphonia;GameCube;Great;8.5;RPG;Y;2004
Pool Paradise;PlayStation 2;Good;7.6;Sports;N;2004
The Guy Game;PlayStation 2;Good;7.7;Trivia;N;2004
Baseball Heroes of the MLBPAA;Wireless;Good;7.3;Sports;N;2004
Duel Masters: Sempai Legends;Game Boy Advance;Great;8;Card/RPG;N;2004
WWE Day of Reckoning;GameCube;Great;8.3;Wrestling;N;2004
Galleon;Xbox;Great;8.2;Action/Adventure;N;2004
Sitting Ducks;Game Boy Advance;Awful;3;Action;N;2004
Catwoman;Game Boy Advance;Okay;6.5;Action;N;2004
Scooby-Doo 2: Dark Dungeons;Wireless;Good;7;Action;N;2004
Catwoman;GameCube;Bad;4;Action;N;2004
Catwoman;PlayStation 2;Bad;4;Action;N;2004
MTV Music Generator 3: This is the Remix;Xbox;Great;8.4;Music;N;2004
Street Racing Syndicate;Xbox;Good;7.1;Racing;N;2004
Street Racing Syndicate;GameCube;Good;7.1;Racing;N;2004
Fable;Xbox;Amazing;9.3;Action/RPG;Y;2004
Alpha Black Zero: Intrepid Protocol;PC;Okay;6;Action;N;2004
Street Racing Syndicate;PlayStation 2;Good;7.1;Racing;N;2004
Test Drive: Eve of Destruction;PlayStation 2;Okay;6.5;Racing/Action;N;2004
Chessmaster 10th Edition;PC;Great;8.4;Strategy;N;2004
Test Drive: Eve of Destruction;Xbox;Okay;6.5;Racing/Action;N;2004
Astro Boy [2004];PlayStation 2;Bad;4;Action;N;2004
Street Fighter Anniversary Collection;PlayStation 2;Great;8.5;Fighting/Compilation;Y;2004
Predator;Wireless;Great;8.7;Action;Y;2004
Dog's Life;PlayStation 2;Good;7;Virtual Pet;N;2004
Amazing Island;GameCube;Okay;6.7;Simulation;N;2004
Bubble Bobble;Wireless;Painful;2;Action;N;2004
MLB Slam 2004;Wireless;Good;7.7;Sports;N;2004
Pikmin 2;GameCube;Amazing;9.3;Strategy;Y;2004
Viewtiful Joe;PlayStation 2;Amazing;9.1;Action;Y;2004
Mega Man Battle Network 4: Red Sun;Game Boy Advance;Okay;6.5;RPG;N;2004
Bomberman;N-Gage;Okay;6;Puzzle/Action;N;2004
Mega Man Battle Network 4: Blue Moon;Game Boy Advance;Okay;6.5;RPG;N;2004
JAMDAT Sports NFL 2005;Wireless;Great;8.7;Sports;Y;2004
Fairly OddParents: Shadow Showdown;GameCube;Mediocre;5;Platformer;N;2004
Fairly OddParents: Shadow Showdown;PlayStation 2;Mediocre;5;Platformer;N;2004
Pokemon LeafGreen Version;Game Boy Advance;Amazing;9;RPG;Y;2004
Sly 2: Band of Thieves;PlayStation 2;Amazing;9.2;Platformer;Y;2004
Pokemon FireRed Version;Game Boy Advance;Amazing;9;RPG;Y;2004
Carmen Sandiego: The Secret of the Stolen Drums;GameCube;Mediocre;5.6;Action/Adventure;N;2004
Carmen Sandiego: The Secret of the Stolen Drums;PlayStation 2;Mediocre;5.6;Action/Adventure;N;2004
Carmen Sandiego: The Secret of the Stolen Drums;Xbox;Mediocre;5.6;Action/Adventure;N;2004
Pro Fishing Challenge;Xbox;Good;7.2;Hunting;N;2004
Burnout 3: Takedown;Xbox;Amazing;9.5;Racing;Y;2004
Burnout 3: Takedown;PlayStation 2;Amazing;9.4;Racing;Y;2004
Dynasty Warriors 4: Empires;PlayStation 2;Good;7.7;Action;N;2004
ESPN NHL 2K5;PlayStation 2;Amazing;9.2;Sports;Y;2004
NFL Football 2005;Wireless;Great;8.5;Sports;Y;2004
ESPN NHL 2K5;Xbox;Amazing;9.2;Sports;Y;2004
Gallop Racer 2004;PlayStation 2;Good;7.2;Simulation;N;2004
Cabela's Deer Hunt: 2005 Season;PlayStation 2;Good;7.3;Hunting;N;2004
Phantom Brave;PlayStation 2;Great;8.6;Strategy/RPG;Y;2004
NASCAR 2005: Chase for the Cup;PlayStation 2;Amazing;9.2;Racing;Y;2004
NASCAR 2005: Chase for the Cup;GameCube;Amazing;9;Racing;Y;2004
The Guy Game;Xbox;Good;7.7;Trivia;N;2004
NASCAR 2005: Chase for the Cup;Xbox;Amazing;9.2;Racing;Y;2004
Echo Night: Beyond;PlayStation 2;Okay;6;Adventure;N;2004
Spy Fiction;PlayStation 2;Good;7.3;Action/Adventure;N;2004
Bush vs. Kerry Boxing;Wireless;Good;7.9;Sports;N;2004
NHL 2005;GameCube;Great;8.3;Sports;N;2004
The Political Machine;PC;Good;7.9;Strategy;N;2004
NHL 2005;PlayStation 2;Great;8.3;Sports;N;2004
ShellShock: Nam '67;PlayStation 2;Mediocre;5.8;Shooter;N;2004
Def Jam: Fight for NY;PlayStation 2;Great;8.7;Wrestling;Y;2004
Star Wars Battlefront [2004];PC;Good;7.5;Shooter;N;2004
Def Jam: Fight for NY;GameCube;Great;8.7;Wrestling;Y;2004
Def Jam: Fight for NY;Xbox;Great;8.7;Wrestling;Y;2004
Star Wars Battlefront [2004];Xbox;Great;8.5;Shooter;Y;2004
Vietcong: Purple Haze;Xbox;Mediocre;5.5;Shooter;N;2004
Star Wars Battlefront [2004];PlayStation 2;Great;8.4;Shooter;N;2004
Codename: Panzers/Phase One;PC;Great;8.3;Strategy;N;2004
Katamari Damacy;PlayStation 2;Amazing;9;Action;Y;2004
Forgotten Realms: Demon Stone;PlayStation 2;Good;7.3;Action;N;2004
Second Sight;GameCube;Good;7.9;Action/Adventure;N;2004
Second Sight;PlayStation 2;Good;7.9;Action/Adventure;N;2004
Second Sight;Xbox;Good;7.9;Action/Adventure;N;2004
MotoGP 2;Wireless;Great;8.3;Racing;Y;2004
SpongeBob Squarepants Darts;Wireless;Good;7.4;Sports;N;2004
Headhunter: Redemption;Xbox;Good;7;Action/Adventure;N;2004
Headhunter: Redemption;PlayStation 2;Good;7;Action/Adventure;N;2004
Mega Man X: Command Mission;GameCube;Great;8.4;RPG;N;2004
Call of Duty: United Offensive;PC;Great;8.4;Action;Y;2004
Advance Guardian Heroes;Game Boy Advance;Okay;6;Fighting/Action;N;2004
Mega Man X: Command Mission;PlayStation 2;Great;8.3;RPG;N;2004
Gradius V;PlayStation 2;Good;7.7;Shooter;N;2004
Dungeon Storm;Wireless;Good;7;Adventure;N;2004
Neverwinter Nights;Wireless;Great;8.6;RPG;Y;2004
Digimon Rumble Arena 2;GameCube;Good;7;Fighting/Action;N;2004
Digimon Rumble Arena 2;Xbox;Good;7;Fighting/Action;N;2004
Alien vs. Predator;Wireless;Okay;6.2;Action;N;2004
Digimon Rumble Arena 2;PlayStation 2;Good;7;Fighting/Action;N;2004
Mobile Suit Gundam SEED: Battle Assault;Game Boy Advance;Mediocre;5.5;Fighting;N;2004
Wings of War;PC;Okay;6.6;Flight/Action;N;2004
Wings of War;Xbox;Okay;6.6;Flight/Action;N;2004
The Sims 2;PC;Amazing;9.4;Simulation;Y;2004
Guilty Gear X2 #Reload;Xbox;Great;8.9;Fighting/Action;Y;2004
Asterix & Obelix: Kick Buttix;PlayStation 2;Okay;6.7;Action/Adventure;N;2004
Rapala Pro Fishing;PlayStation 2;Okay;6.1;Hunting;N;2004
Rapala Pro Fishing;Xbox;Okay;6.1;Hunting;N;2004
Terminator 3: The Redemption;Xbox;Good;7.1;Action;N;2004
Terminator 3: The Redemption;PlayStation 2;Good;7.1;Action;N;2004
Terminator 3: The Redemption;GameCube;Good;7.1;Action;N;2004
Gauntlet [1985];Wireless;Great;8.2;Action;Y;2004
Shaft Sharp Shooter;Wireless;Okay;6;Shooter;N;2004
Anarchy Online: Alien Invasion;PC;Good;7.9;RPG;N;2004
GunGrave: Overdose;PlayStation 2;Good;7.8;Shooter;N;2004
Digimon Racing;Game Boy Advance;Good;7;Racing;N;2004
Silent Hill 4: The Room;PlayStation 2;Great;8;Adventure;N;2004
Silent Hill 4: The Room;Xbox;Great;8;Adventure;N;2004
Aladdin;Game Boy Advance;Okay;6.5;Platformer;N;2004
Crash Twinsanity;PlayStation 2;Good;7.7;Platformer;N;2004
Myst IV Revelation;PC;Amazing;9;Adventure;Y;2004
Power Rangers: DinoThunder;PlayStation 2;Bad;4.5;Action;N;2004
Leisure Suit Larry: Magna Cum Laude;PlayStation 2;Good;7.2;Adventure;N;2004
Mario Pinball Land;Game Boy Advance;Mediocre;5;Pinball;N;2004
Leisure Suit Larry: Magna Cum Laude;Xbox;Good;7.2;Adventure;N;2004
Leisure Suit Larry: Magna Cum Laude;PC;Good;7.2;Adventure;N;2004
Power Rangers: DinoThunder;GameCube;Bad;4.5;Action;N;2004
The Incredibles;Wireless;Great;8;Platformer;Y;2004
Bubble Bobble: Old and New;Game Boy Advance;Good;7;Action;N;2004
Mortal Kombat: Deception;Xbox;Great;8.8;Fighting;Y;2004
kill.switch;Game Boy Advance;Good;7.5;Action;N;2004
Marine Heavy Gunner: Vietnam;PC;Mediocre;5;Shooter;N;2004
Mortal Kombat: Deception;PlayStation 2;Great;8.8;Fighting;Y;2004
Knights of Honor;PC;Good;7.7;Strategy;N;2004
Vietcong: Purple Haze;PlayStation 2;Mediocre;5;Shooter;N;2004
Colin McRae Rally 2005;Xbox;Amazing;9.1;Racing;Y;2004
Unreal Tournament 2004 (Editor's Choice Edition);PC;Amazing;9.4;Shooter;Y;2004
The Adventures of Jimmy Neutron/Boy Genius: Attack of the Twonkies;GameCube;Okay;6.5;Action;N;2004
Muscle Car Mayhem;Wireless;Okay;6.8;Racing;N;2004
Rocky Legends;PlayStation 2;Good;7.1;Sports/Action;N;2004
Hard Rock Casino;Wireless;Good;7;Casino;N;2004
Rocky Legends;Xbox;Good;7.1;Sports/Action;N;2004
The Adventures of Jimmy Neutron/Boy Genius: Attack of the Twonkies;PlayStation 2;Okay;6.5;Platformer;N;2004
Tiger Woods PGA Tour 2005;GameCube;Amazing;9;Sports;Y;2004
Shadow Ops: Red Mercury;PC;Good;7;Shooter;N;2004
Dance Dance Revolution Extreme;PlayStation 2;Great;8;Music/Action;N;2004
Shin Megami Tensei: Nocturne;PlayStation 2;Great;8.6;RPG;Y;2004
Blood Will Tell;PlayStation 2;Okay;6.8;Action;N;2004
Star Wars Trilogy: Apprentice of the Force;Game Boy Advance;Okay;6.5;Action;N;2004
Army Men: Sarge's War;PC;Awful;3.8;Shooter;N;2004
Rome: Total War;PC;Amazing;9.4;Strategy;Y;2004
Tiger Woods PGA Tour 2005;Xbox;Amazing;9;Sports;Y;2004
Yager [2003];Xbox;Good;7.9;Shooter;N;2004
Dragon Ball Z: Buu's Fury;Game Boy Advance;Okay;6.5;Action/RPG;N;2004
Kohan II: Kings of War;PC;Great;8.6;Strategy;Y;2004
Tiger Woods PGA Tour 2005;PlayStation 2;Amazing;9;Sports;Y;2004
ShellShock: Nam '67;Xbox;Mediocre;5.8;Shooter;N;2004
Warhammer 40,000: Dawn of War;PC;Great;8.8;Strategy;Y;2004
ShellShock: Nam '67;PC;Mediocre;5.8;Shooter;N;2004
X-Men Legends;Xbox;Great;8.4;Action/RPG;Y;2004
FOX Sports Football '05;Wireless;Great;8;Sports;Y;2004
X-Men Legends;PlayStation 2;Great;8.4;Action/RPG;Y;2004
Monster Hunter;PlayStation 2;Good;7.2;Action;N;2004
F-Zero: GP Legend;Game Boy Advance;Great;8;Racing;N;2004
NHL 2005;Xbox;Great;8.3;Sports;N;2004
X-Men Legends;GameCube;Great;8.4;Action/RPG;Y;2004
Technic Beat;PlayStation 2;Good;7.5;Music/Action;N;2004
The Political Machine;PC;Good;7.9;Strategy;N;2004
Final Fantasy XI: Chains of Promathia;PC;Good;7.5;RPG;N;2004
Evil Genius;PC;Good;7.8;Strategy;N;2004
Final Fantasy XI: Chains of Promathia;PlayStation 2;Great;8;RPG;N;2004
ESPN NBA 2K5;Xbox;Great;8.1;Sports/Simulation;N;2004
Madden NFL 2005;PC;Amazing;9.5;Sports/Simulation;Y;2004
Starsky & Hutch;GameCube;Mediocre;5.5;Racing/Action;N;2004
Sumo Wrestling;Wireless;Good;7.4;Wrestling;N;2004
FIFA Soccer 2005;PlayStation 2;Great;8.6;Sports;N;2004
FIFA Soccer 2005;Xbox;Great;8.6;Sports;N;2004
Shark Tale;PC;Okay;6.5;Action/Adventure;N;2004
Nano Kid;Wireless;Great;8.5;Action;Y;2004
ESPN NBA 2K5;PlayStation 2;Great;8;Sports;N;2004
Marine Sharpshooter II: Jungle Warfare;PC;Mediocre;5;Shooter;N;2004
Bad Boys: Miami Takedown;Xbox;Awful;3.6;Action;N;2004
Bad Boys: Miami Takedown;PlayStation 2;Awful;3.6;Shooter;N;2004
NBA Live 2005;PlayStation 2;Great;8.9;Sports/Simulation;Y;2004
Townsmen;Wireless;Great;8.5;Simulation;Y;2004
Tiger Woods PGA Tour 2005;PC;Amazing;9;Sports;Y;2004
NBA Live 2005;GameCube;Great;8.8;Sports/Simulation;Y;2004
NBA Live 2005;Xbox;Great;8.9;Sports/Simulation;Y;2004
Tony Hawk's Underground 2;PC;Great;8.6;Sports;Y;2004
Rapala Pro Fishing;PC;Okay;6.1;Hunting;N;2004
Yu Yu Hakusho: Dark Tournament;PlayStation 2;Mediocre;5.9;Fighting;N;2004
Armored Core: Nexus;PlayStation 2;Good;7.5;Action/Simulation;N;2004
Shark Tale;GameCube;Good;7;Action/Adventure;N;2004
Shark Tale;PlayStation 2;Good;7;Action/Adventure;N;2004
Midway Arcade Treasures 2;PlayStation 2;Good;7.8;Compilation;N;2004
